deployment_waterbody,location_description,lease,status,deployment,retrieval,duration,logger_latitude,logger_longitude,logger_model,serial,sensor_depth,sounding,datum,mount_type,acoustic_release,surface_buoy,deployment_attendant,retrieval_attendant,comments,deployment_waypoint,retrieval_waypoint,retrieval_latitude,retrieval_longitude,sensor_voltage_deployed,sensor_voltage_retrieved,vessel_sounder_offset_transponder_depth,verified_measurement_below_origin_first_sensor_under_float,tide_correction,rising_or_falling,height_of_vr_2_ar_base_off_bottom,time_of_deployment,photos_taken,anchor_type,float_type,distance_from_top_of_float_to_origin_first_sensor,deployment_time,retrieval_time,dist_to_shore,substrate,deployment_notes,retrieval_notes,configuration,mooring_type,data_processor_notes,data_handler_notes,lease_maybe,latitude_maybe,longitude_maybe,depth_maybe,depth_of_water_m,15,secondary_float_type,distance_from_top_of_float_to_origin_first_sensor_1
Medway River,Fryingpan Island,NA,deployed,2023-08-24,NA,NA,44.100129,-64.527832,aquameasure DOT,670366,5,20.4,NA,Sub surface mooring,y,NA,"Michelle, Danny",NA,NA,NA,NA,NA,NA,1.52,NA,NA,NA,1.5,rising,1,1899-12-31 12:50:00,y,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Medway River,Fryingpan Island,NA,deployed,2023-08-24,NA,NA,44.100129,-64.527832,Hobo Pro V2,21414851,10,20.4,NA,Sub surface mooring,y,NA,"Michelle, Danny",NA,NA,NA,NA,NA,NA,3.51,NA,NA,NA,1.5,rising,1,1899-12-31 12:50:00,y,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Medway River,Fryingpan Island,NA,deployed,2023-08-24,NA,NA,44.100129,-64.527832,VR2AR,548588,15,20.4,NA,Sub surface mooring,y,NA,"Michelle, Danny",NA,NA,NA,NA,NA,NA,3.38,NA,NA,NA,1.5,rising,1,1899-12-31 12:50:00,y,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bras d'Or Lakes,Great Bras d'Or Channel NE-E,NA,Retrieved,2016-09-15,2018-08-24,708,46.2513689,-60.4645225,HOBO_Pro_V2,10034854,14,15,NA,NA,NA,NA,Bruce Hatcher,NA,on Boulardrie Is. side,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rounded depth, fixed station name",NA,NA,NA,NA,NA,NA,NA,NA
Bras d'Or Lakes,Great Bras d'Or Channel NE-W,NA,Retrieved,2016-09-15,2018-08-24,708,46.2554808,-60.4711926,HOBO_Pro_V2,10778919,15,17,NA,NA,NA,NA,Bruce Hatcher,NA,on New Campbelton side,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rounded depth, fixed station name",NA,NA,NA,NA,NA,NA,NA,NA
Bras d'Or Lakes,Great Bras d'Or Channel SW-E,NA,Retrieved,2016-09-16,2018-07-20,672,46.1184115,-60.6265926,HOBO_Pro_V2,10817496,19,20,NA,NA,NA,NA,Bruce Hatcher,Bruce Hatcher,on Boulardrie Is. Side,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rounded depth, fixed station name",NA,NA,NA,NA,NA,NA,NA,NA
Bras d'Or Lakes,Great Bras d'Or Channel SW-W,NA,Retrieved,2016-09-16,2018-07-20,672,46.1205871,-60.6339633,HOBO_Pro_V2,10755220,20,22,NA,NA,NA,NA,Bruce Hatcher,Bruce Hatcher,on Big Harbour side,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rounded depth, fixed station name",NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Harbour Island,839,Retrieved,2015-07-29,2015-11-18,112,45.238333,-61.150278,HOBO_Pro_V2,10034846,1,NA,NA,NA,NA,NA,Andrew Bagnall,Andrew Bagnall,"Suspect pattern in data indicates the deployment date (2015-Jul-29) may be incorrect. Date updated to reflect pattern in the data. Station name updated from ""The Basin"" to ""Harbour Island"" based on coordinates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suspect pattern in data indicates the deployment date may be incorrect.,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Harbour Island,NA,Retrieved,2021-09-08,2022-09-12,369,45.238394,-61.15061,aquaMeasure DOT,675009,1,25,WGS84,Surface buoy,N,Y,"Michelle Plamondon, Betty Roethlsiberger","Michelle Plamondon, Betty Roethlsiberger","Not on oyster line, on two small orange surface buoys ; DD: removed N and W from lat and long",NA,NA,NA,NA,1.66,NA,NA,NA,NA,NA,NA,1899-12-31 11:50:00,Y,50lbs cemment block,viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Harbour Island,NA,retrieved,2022-09-12,2023-11-14,428,45.238394,-61.15061,AquaMeasure DOT,670292,1,25,WGS84,NA,N,Y,"Michelle Plamondon, Betty Roethlsiberger",michelle,"Not on oyster line, on two small orange surface buoys",NA,NA,NA,NA,1.63,NA,NA,NA,NA,NA,NA,1899-12-31 14:54:00,Y,50lbs cement block,vinyl,NA,NA,NA,NA,NA,NA,NA,surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Harbour Island,NA,deployed,2023-11-14,NA,NA,45.238326,-61.150527,AquaMeasure DOT,671137,1,25,WGS84,Surface buoy,N,NA,Michelle,NA,"Not on oyster line, on two small orange surface buoys",NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,1899-12-31 10:13:00,y,50lbs cement block,2 small orange vinyl buoys,NA,NA,NA,NA,NA,NA,NA,surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hourglass Lake,Hourglass Lake,NA,retrieved,2019-10-02,2020-07-23,295,44.32794,-65.92824,aquaMeasure DOT,670376,2,6.9,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,"at deployment time: Bottom temp = 13.1 C, Surface Temp 16.5 C",173,NA,44.328063,-65.928222,1.65,1.37,0.3,0,NA,NA,0.9,2:49:51 PM UTC,yes,3 large chain links,Viny,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hourglass Lake,Hourglass Lake,NA,retrieved,2019-10-02,2020-07-23,295,44.32794,-65.92824,HOBO Pro V2,20495227,3,6.9,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,"at deployment time: Bottom temp = 13.1 C, Surface Temp 16.5 C",173,NA,44.328063,-65.928222,NA,3.54,0.3,1.14,NA,NA,0.9,2:49:51 PM UTC,yes,3 large chain links,Viny,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hourglass Lake,Hourglass Lake,NA,retrieved,2019-10-02,2020-07-23,295,44.32794,-65.92824,HOBO Pro V2,20495211,4,6.9,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,"at deployment time: Bottom temp = 13.1 C, Surface Temp 16.5 C",173,NA,44.328063,-65.928222,NA,3.51,0.3,2.13,NA,NA,0.9,2:49:51 PM UTC,yes,3 large chain links,Viny,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hourglass Lake,Hourglass Lake,NA,retrieved,2019-10-02,2020-07-23,295,44.32794,-65.92824,HOBO Pro V2,20330419,5,6.9,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,"at deployment time: Bottom temp = 13.1 C, Surface Temp 16.5 C",173,NA,44.328063,-65.928222,NA,3.54,0.3,3.08,NA,NA,0.9,2:49:51 PM UTC,yes,3 large chain links,Viny,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hourglass Lake,Hourglass Lake,NA,retrieved,2019-10-02,2020-07-23,295,44.32794,-65.92824,aquaMeasure DOT,670355,6,6.9,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,"at deployment time: Bottom temp = 13.1 C, Surface Temp 16.5 C",173,NA,44.328063,-65.928222,1.64,1.36,0.3,3.7,NA,NA,0.9,2:49:51 PM UTC,yes,3 large chain links,Viny,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hourglass Lake,Hourglass Lake,NA,retrieved,2019-10-02,2020-07-23,295,44.32794,-65.92824,VR2AR,548044,6,6.9,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,"at deployment time: Bottom temp = 13.1 C, Surface Temp 16.5 C",173,NA,44.328063,-65.928222,3.31,3.32,0.3,4.25,NA,NA,0.9,2:49:51 PM UTC,yes,3 large chain links,Viny,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Havre Boucher,Ile du Havre,1387,Retrieved,2017-06-15,2017-11-17,155,45.69039,-61.51722,HOBO_Pro_V2,10334852,0.5,NA,NA,NA,NA,NA,Matt Mattie,Matt Mattie,2017 Vibrio Project,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Havre Boucher,Ile du Havre,1387,Retrieved,2018-07-24,2018-10-25,93,45.69023,-61.51739,HOBO_Pro_V2,20291439,0.5,NA,NA,NA,NA,NA,Matt Mattie,NA,No Location Provided - AANS Vibrio Project; Hobo file says 1m depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2019-12-17,2020-09-16,274,43.52433,-65.35534,HOBO Pro V2,20291453,2,15.7,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,Logging interval 15min. 1 year of memory.,6,NA,43.524,-65.355,NA,NA,0.3,0,2.07,-,1.51,1899-12-31 17:47:05,yes,three chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2019-12-17,2020-09-16,274,43.52433,-65.35534,aquaMeasure DOT,670292,5,15.7,WGS84,Sub-Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,New battery. Upgraded firmware. New config.,6,NA,43.524,-65.355,1.66,NA,0.3,2.75,2.07,-,1.51,1899-12-31 17:47:05,yes,three chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2019-12-17,2020-09-16,274,43.52433,-65.35534,HOBO Pro V2,20291459,10,15.7,WGS84,Sub Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,Logging interval 15min. 1 year of memory.,6,NA,43.524,-65.355,NA,NA,0.3,7.49,2.07,-,1.51,1899-12-31 17:47:05,yes,three chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2019-12-17,2020-09-16,274,43.52433,-65.35534,VR2AR,547096,15,15.7,WGS84,Sub-Surface Buoy,Y,N,"Matthew Hatcher, Scott Hatcher",NA,"New battery. Upgraded firmware. New study station: ""Ingomar""",6,NA,43.524,-65.355,3.36,NA,0.3,8.99,2.07,-,1.51,1899-12-31 17:47:05,yes,three chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2020-09-16,2021-08-12,330,43.524,-65.355,HOBO Pro V2,20291453,2,15.7,WGS84,Sub-surface Buoy,Y,N,"Timothy Dada, Michelle Plamondon, Joe Erly, Mark Decker","Michelle Plamondon, Betty Roethlisberger, Mark Decker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rising,1.51,1899-12-31 19:10:00,yes,two chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2020-09-16,2021-08-12,330,43.524,-65.355,aquaMeasure DOT,671017,5,15.7,WGS84,Sub-surface Buoy,Y,N,"Timothy Dada, Michelle Plamondon, Joe Erly, Mark Decker","Michelle Plamondon, Betty Roethlisberger, Mark Decker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rising,1.51,1899-12-31 19:10:00,yes,two chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2020-09-16,2021-08-12,330,43.524,-65.355,HOBO Pro V2,20291459,10,15.7,WGS84,Sub-surface Buoy,Y,N,"Timothy Dada, Michelle Plamondon, Joe Erly, Mark Decker","Michelle Plamondon, Betty Roethlisberger, Mark Decker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rising,1.51,1899-12-31 19:10:00,yes,two chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2020-09-16,2021-08-12,330,43.524,-65.355,VR2AR,547096,15,15.7,WGS84,Sub-surface Buoy,Y,N,"Timothy Dada, Michelle Plamondon, Joe Erly, Mark Decker","Michelle Plamondon, Betty Roethlisberger, Mark Decker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rising,1.51,1899-12-31 19:10:00,yes,two chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2021-08-12,2022-08-10,363,43.52454,-65.35556,HOBO Pro V2,21082892,2,15.7,WGS84,Sub-surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",coordinates on 2024-04-17 updated based on NSDFA tracking sheet,NA,NA,NA,NA,3.48,NA,0.3,NA,0.6,NA,1.5,NA,Y,2 H-beam,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2021-08-12,2022-08-10,363,43.52454,-65.35556,aquaMeasure DOT,675010,5,15.7,WGS84,Sub-surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",coordinates on 2024-04-17 updated based on NSDFA tracking sheet,NA,NA,NA,NA,1.66,NA,0.3,NA,0.6,NA,1.5,NA,Y,2 H-beam,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2021-08-12,2022-08-10,363,43.52454,-65.35556,HOBO Pro V2,21082884,10,15.7,WGS84,Sub-surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",coordinates on 2024-04-17 updated based on NSDFA tracking sheet,NA,NA,NA,NA,3.51,NA,0.3,NA,0.6,NA,1.5,NA,Y,2 H-beam,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2021-08-12,2022-08-10,363,43.52454,-65.35556,VR2AR,547113,15,15.7,WGS84,Sub-surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",coordinates on 2024-04-17 updated based on NSDFA tracking sheet,NA,NA,NA,NA,3.27,NA,0.3,NA,0.6,NA,1.5,NA,Y,2 H-beam,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2022-08-10,2023-07-13,337,43.524339,-65.355324,HOBO Pro V2,20291428,2,15.6,WGS84,Sub-surface Buoy,Y,N,"Betty, Danny, Esha",betty,replaced 21082892,NA,NA,NA,NA,3.48,NA,0.3,NA,0.5,neutral low,1.5,14:40:00 PM,Y,2 big chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2022-08-10,2023-07-13,337,43.524339,-65.355324,aquaMeasure DOT,670350,5,15.6,WGS84,Sub-surface Buoy,Y,N,"Betty, Danny, Esha",betty,replaced 675010,NA,NA,NA,NA,1.66,NA,0.3,NA,0.5,neutral low,1.5,14:40:00 PM,Y,2 big chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2022-08-10,2023-07-13,337,43.524339,-65.355324,HOBO Pro V2,20291430,10,15.6,WGS84,Sub-surface Buoy,Y,N,"Betty, Danny, Esha",betty,replaced 21082884,NA,NA,NA,NA,3.51,NA,0.3,NA,0.5,neutral low,1.5,14:40:00 PM,Y,2 big chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Retrieved,2022-08-10,2023-07-13,337,43.524339,-65.355324,VR2AR,547112,15,15.6,WGS84,Sub-surface Buoy,Y,N,"Betty, Danny, Esha",betty,replaced 547113,NA,NA,NA,NA,3.27,NA,0.3,NA,0.5,neutral low,1.5,14:40:00 PM,Y,2 big chains,viny,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Deployed,2023-07-13,NA,NA,43.524312,-65.355348,Hobo Pro V2,20308039,2,16.1,WGS84,Sub-surface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,3.48,NA,NA,NA,NA,NA,1.5,1899-12-31 16:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Deployed,2023-07-13,NA,NA,43.524312,-65.355348,aquameasure DOT,671306,5,16.1,WGS84,Sub-surface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,1.65,NA,NA,NA,NA,NA,1.5,1899-12-31 16:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Deployed,2023-07-13,NA,NA,43.524312,-65.355348,Hobo Pro V2,20291425,10,16.1,WGS84,Sub-surface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,3.51,NA,NA,NA,NA,NA,1.5,1899-12-31 16:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negro Harbour,Ingomar,NA,Deployed,2023-07-13,NA,NA,43.524312,-65.355348,VR2AR,548756,15,16.1,WGS84,Sub-surface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,1.5,1899-12-31 16:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chance Harbour,Inner Harbour,1329,Retrieved,2017-07-28,2017-10-29,123,45.669117,-62.5725,HOBO_Pro_V2,10779129,1,NA,NA,NA,NA,NA,Paul Budreski,Paul Budreski,2017 Vibrio Project,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Jerseyman Island,NA,deployed,2023-07-06,NA,NA,45.498167,-61.044653,Hobo Pro V2,21043079,2,13,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,3.48,NA,NA,NA,1.6,rising,NA,1899-12-31 09:27:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Jerseyman Island,NA,deployed,2023-07-06,NA,NA,45.498167,-61.044653,Hobo Pro V2,21082883,5,13,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,3.51,NA,NA,NA,1.6,rising,NA,1899-12-31 09:27:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Jerseyman Island,NA,deployed,2023-07-06,NA,NA,45.498167,-61.044653,Hobo Pro V2,21444877,10,13,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,3.46,NA,NA,NA,1.6,rising,NA,1899-12-31 09:27:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Jerseyman Island,NA,deployed,2023-07-06,NA,NA,45.498167,-61.044653,VR2AR,550756,11,13,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,1.6,rising,NA,1899-12-31 09:27:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Jewers Bay,1308,Retrieved,2015-07-28,2015-11-17,112,44.962222,-62.090556,HOBO_Pro_V2,10194899,2,NA,NA,NA,NA,NA,Andrew Bagnall,Andrew Bagnall,Suspect pattern in data indicates the original deployment date (2015-Jul-28) may be incorrect. Date updated to reflect pattern in data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suspect pattern in data indicates the deployment date may be incorrect.,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Jewers Bay,1308,Retrieved,2018-07-13,2018-10-25,104,44.9632,-62.08526,HOBO_Pro_V2,10034852,1,8,NA,NA,NA,NA,Troy(B&S),David Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Jewers Bay,1308,Retrieved,2018-07-13,2018-10-25,104,44.9632,-62.08526,HOBO_Pro_V2,10778918,3,8,NA,NA,NA,NA,Troy(B&S),David Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marie Joseph Harbour,Jewers Bay,1308,Retrieved,2018-07-13,2018-10-25,104,44.9632,-62.08526,HOBO_Pro_V2,10755217,7,8,NA,NA,NA,NA,Troy(B&S),David Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2020-04-30,2020-12-03,217,45.49813,-61.01899,HOBO Pro V2,20763553,2,18.2,WGS84,Sub Surface Buoy,Y,N,Tim. D & Danny. R,"Jamie Warford, Timothy Dada, Michelle Plamondon","DD: Changed Waterbody from ""Chedabucto Bay"". Updated station coordinates based on NSDFA tracking sheet",NA,NA,NA,NA,3.46,NA,1,1.3,NA,NA,1.05,1899-12-31 19:54:28,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2020-04-30,2020-12-03,217,45.49813,-61.01899,aquaMeasure DOT,670369,5,NA,WGS84,Sub Surface Buoy,Y,N,Tim. D & Danny. R,"Jamie Warford, Timothy Dada, Michelle Plamondon","DD: Changed Waterbody from ""Chedabucto Bay"". Updated station coordinates based on NSDFA tracking sheet",NA,NA,NA,NA,1.6500000000000001,NA,1,5.3,NA,NA,1.05,1899-12-31 19:54:28,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2020-04-30,2020-12-03,217,45.49813,-61.01899,HOBO Pro V2,20763565,10,NA,WGS84,Sub Surface Buoy,Y,N,Tim. D & Danny. R,"Jamie Warford, Timothy Dada, Michelle Plamondon","DD: Changed Waterbody from ""Chedabucto Bay"". Updated station coordinates based on NSDFA tracking sheet",NA,NA,NA,NA,3.46,NA,1,10.3,NA,NA,1.05,1899-12-31 19:54:28,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2020-04-30,2020-12-03,217,45.49813,-61.01899,VR2AR,548042,15,NA,WGS84,Sub Surface Buoy,Y,N,Tim. D & Danny. R,"Jamie Warford, Timothy Dada, Michelle Plamondon","DD: Changed Waterbody from ""Chedabucto Bay"". Updated station coordinates based on NSDFA tracking sheet",NA,NA,NA,NA,3.24,NA,1,15.3,NA,NA,1.05,1899-12-31 19:54:28,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrived,2020-12-03,2021-09-15,286,45.498284,-61.019301,HOBO Pro V2,20763553,2,17.7,WGS84,Sub Surface Buoy,Y,N,"Jamie Warford, Timothy Dada, Michelle Plamondon","Michelle Plamondon, Betty Roethlisberger, Jaime Warford",2021-12-10: DD corrected Waterbody to Arichat Harbour,NA,NA,NA,NA,3.46,NA,NA,1.3,0.8500000000000001,falling,1.05,1899-12-31 12:10:00,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrived,2020-12-03,2021-09-15,286,45.498284,-61.019301,aquaMeasure DOT,675014,5,17.7,WGS84,Sub Surface Buoy,Y,N,"Jamie Warford, Timothy Dada, Michelle Plamondon","Michelle Plamondon, Betty Roethlisberger, Jaime Warford",replaced DOT 670369,NA,NA,NA,NA,1.46,NA,NA,5.3,0.8500000000000001,falling,1.05,1899-12-31 12:10:00,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
